Timestamp,Agent ID,Event
2025-02-16 20:33:25,0,Transaction 0 created from Account 0 to Account 2 for 120
2025-02-16 20:33:25,1,Transaction 1 created from Account 3 to Account 2 for 106
2025-02-16 20:33:25,2,Transaction 2 created from Account 1 to Account 0 for 254
2025-02-16 20:33:25,3,Transaction 3 created from Account 3 to Account 2 for 41
2025-02-16 20:33:25,4,Transaction 4 created from Account 3 to Account 0 for 90
2025-02-16 20:33:25,5,Transaction 5 created from Account 4 to Account 2 for 116
2025-02-16 20:33:25,6,Transaction 6 created from Account 3 to Account 4 for 77
2025-02-16 20:33:25,7,Transaction 7 created from Account 0 to Account 2 for 144
2025-02-16 20:33:25,8,Transaction 8 created from Account 2 to Account 4 for 285
2025-02-16 20:33:25,9,Transaction 9 created from Account 0 to Account 2 for 90
2025-02-16 20:33:25,10,Transaction 10 created from Account 4 to Account 3 for 194
2025-02-16 20:33:25,11,Transaction 11 created from Account 1 to Account 2 for 184
2025-02-16 20:33:25,12,Transaction 12 created from Account 0 to Account 4 for 42
2025-02-16 20:33:25,13,Transaction 13 created from Account 1 to Account 0 for 291
2025-02-16 20:33:25,14,Transaction 14 created from Account 3 to Account 4 for 93
2025-02-16 20:33:25,15,Transaction 15 created from Account 1 to Account 2 for 289
2025-02-16 20:33:25,16,Transaction 16 created from Account 4 to Account 2 for 225
2025-02-16 20:33:25,17,Transaction 17 created from Account 4 to Account 2 for 132
2025-02-16 20:33:25,18,Transaction 18 created from Account 4 to Account 1 for 180
2025-02-16 20:33:25,19,Transaction 19 created from Account 0 to Account 4 for 106
2025-02-16 20:33:25,19,Transaction 19 executing step
2025-02-16 20:33:25,19,Transaction 19 moved to Pending
2025-02-16 20:33:25,19,Transaction 19 validated
2025-02-16 20:33:25,19,Transaction 19 attempting to find a match
2025-02-16 20:33:25,5,Transaction 5 executing step
2025-02-16 20:33:25,5,Transaction 5 moved to Pending
2025-02-16 20:33:25,5,Transaction 5 validated
2025-02-16 20:33:25,5,Transaction 5 attempting to find a match
2025-02-16 20:33:25,2,Transaction 2 executing step
2025-02-16 20:33:25,2,Transaction 2 moved to Pending
2025-02-16 20:33:25,2,Transaction 2 validated
2025-02-16 20:33:25,2,Transaction 2 attempting to find a match
2025-02-16 20:33:25,0,Transaction 0 executing step
2025-02-16 20:33:25,0,Transaction 0 moved to Pending
2025-02-16 20:33:25,0,Transaction 0 validated
2025-02-16 20:33:25,0,Transaction 0 attempting to find a match
2025-02-16 20:33:25,9,Transaction 9 executing step
2025-02-16 20:33:25,9,Transaction 9 moved to Pending
2025-02-16 20:33:25,9,Transaction 9 validated
2025-02-16 20:33:25,9,Transaction 9 attempting to find a match
2025-02-16 20:33:25,13,Transaction 13 executing step
2025-02-16 20:33:25,13,Transaction 13 moved to Pending
2025-02-16 20:33:25,13,Transaction 13 validated
2025-02-16 20:33:25,13,Transaction 13 attempting to find a match
2025-02-16 20:33:25,18,Transaction 18 executing step
2025-02-16 20:33:25,18,Transaction 18 moved to Pending
2025-02-16 20:33:25,18,Transaction 18 validated
2025-02-16 20:33:25,18,Transaction 18 attempting to find a match
2025-02-16 20:33:25,18,Transaction 18 matched with 19
2025-02-16 20:33:25,18,Transaction 18 attempting to settle
2025-02-16 20:33:25,18,"Transaction 18 partially settled with 166, remaining amount: 14"
2025-02-16 20:33:25,10,Transaction 10 executing step
2025-02-16 20:33:25,10,Transaction 10 moved to Pending
2025-02-16 20:33:25,10,Transaction 10 validated
2025-02-16 20:33:25,10,Transaction 10 attempting to find a match
2025-02-16 20:33:25,16,Transaction 16 executing step
2025-02-16 20:33:25,16,Transaction 16 moved to Pending
2025-02-16 20:33:25,16,Transaction 16 validated
2025-02-16 20:33:25,16,Transaction 16 attempting to find a match
2025-02-16 20:33:25,17,Transaction 17 executing step
2025-02-16 20:33:25,17,Transaction 17 moved to Pending
2025-02-16 20:33:25,17,Transaction 17 validated
2025-02-16 20:33:25,17,Transaction 17 attempting to find a match
2025-02-16 20:33:25,17,Transaction 17 matched with 16
2025-02-16 20:33:25,17,Transaction 17 attempting to settle
2025-02-16 20:33:25,17,ERROR: Transaction 17 could not be settled due to insufficient funds
2025-02-16 20:33:25,3,Transaction 3 executing step
2025-02-16 20:33:25,3,Transaction 3 moved to Pending
2025-02-16 20:33:25,3,Transaction 3 validated
2025-02-16 20:33:25,3,Transaction 3 attempting to find a match
2025-02-16 20:33:25,14,Transaction 14 executing step
2025-02-16 20:33:25,14,Transaction 14 moved to Pending
2025-02-16 20:33:25,14,Transaction 14 validated
2025-02-16 20:33:25,14,Transaction 14 attempting to find a match
2025-02-16 20:33:25,15,Transaction 15 executing step
2025-02-16 20:33:25,15,Transaction 15 moved to Pending
2025-02-16 20:33:25,15,Transaction 15 validated
2025-02-16 20:33:25,15,Transaction 15 attempting to find a match
2025-02-16 20:33:25,15,Transaction 15 matched with 13
2025-02-16 20:33:25,15,Transaction 15 attempting to settle
2025-02-16 20:33:25,15,Transaction 15 settled fully
2025-02-16 20:33:25,11,Transaction 11 executing step
2025-02-16 20:33:25,11,Transaction 11 moved to Pending
2025-02-16 20:33:25,11,Transaction 11 validated
2025-02-16 20:33:25,11,Transaction 11 attempting to find a match
2025-02-16 20:33:25,18,ERROR: Transaction 18 could not be settled due to insufficient funds
2025-02-16 20:33:25,6,Transaction 6 executing step
2025-02-16 20:33:25,6,Transaction 6 moved to Pending
2025-02-16 20:33:25,6,Transaction 6 validated
2025-02-16 20:33:25,6,Transaction 6 attempting to find a match
2025-02-16 20:33:25,6,Transaction 6 matched with 11
2025-02-16 20:33:25,6,Transaction 6 attempting to settle
2025-02-16 20:33:25,6,Transaction 6 settled fully
2025-02-16 20:33:25,13,Transaction 13 attempting to settle
2025-02-16 20:33:25,13,"Transaction 13 partially settled with 24, remaining amount: 267"
2025-02-16 20:33:25,18,Transaction 18 settled fully
2025-02-16 20:33:25,12,Transaction 12 executing step
2025-02-16 20:33:25,12,Transaction 12 moved to Pending
2025-02-16 20:33:25,12,Transaction 12 validated
2025-02-16 20:33:25,12,Transaction 12 attempting to find a match
2025-02-16 20:33:25,16,Transaction 16 attempting to settle
2025-02-16 20:33:25,16,"Transaction 16 partially settled with 63, remaining amount: 162"
2025-02-16 20:33:25,16,ERROR: Transaction 16 could not be settled due to insufficient funds
2025-02-16 20:33:25,19,Transaction 19 attempting to settle
2025-02-16 20:33:25,19,Transaction 19 settled fully
2025-02-16 20:33:25,17,"Transaction 17 partially settled with 106, remaining amount: 26"
2025-02-16 20:33:25,1,Transaction 1 executing step
2025-02-16 20:33:25,1,Transaction 1 moved to Pending
2025-02-16 20:33:25,1,Transaction 1 validated
2025-02-16 20:33:25,1,Transaction 1 attempting to find a match
2025-02-16 20:33:25,7,Transaction 7 executing step
2025-02-16 20:33:25,7,Transaction 7 moved to Pending
2025-02-16 20:33:25,7,Transaction 7 validated
2025-02-16 20:33:25,7,Transaction 7 attempting to find a match
2025-02-16 20:33:25,7,Transaction 7 matched with 0
2025-02-16 20:33:25,7,Transaction 7 attempting to settle
2025-02-16 20:33:25,7,"Transaction 7 partially settled with 89, remaining amount: 55"
2025-02-16 20:33:25,13,"Transaction 13 partially settled with 14, remaining amount: 253"
2025-02-16 20:33:25,11,Transaction 11 attempting to settle
2025-02-16 20:33:25,11,ERROR: Transaction 11 could not be settled due to insufficient funds
2025-02-16 20:33:25,8,Transaction 8 executing step
2025-02-16 20:33:25,8,Transaction 8 moved to Pending
2025-02-16 20:33:25,8,Transaction 8 validated
2025-02-16 20:33:25,8,Transaction 8 attempting to find a match
2025-02-16 20:33:25,13,ERROR: Transaction 13 could not be settled due to insufficient funds
2025-02-16 20:33:25,0,Transaction 0 attempting to settle
2025-02-16 20:33:25,0,"Transaction 0 partially settled with 14, remaining amount: 106"
2025-02-16 20:33:25,4,Transaction 4 executing step
2025-02-16 20:33:25,4,Transaction 4 moved to Pending
2025-02-16 20:33:25,4,Transaction 4 validated
2025-02-16 20:33:25,4,Transaction 4 attempting to find a match
2025-02-16 20:33:25,4,Transaction 4 matched with 3
2025-02-16 20:33:25,4,Transaction 4 attempting to settle
2025-02-16 20:33:25,4,Transaction 4 settled fully
2025-02-16 20:33:25,0,"Transaction 0 partially settled with 90, remaining amount: 16"
2025-02-16 20:33:25,0,ERROR: Transaction 0 could not be settled due to insufficient funds
2025-02-16 20:33:25,3,Transaction 3 attempting to settle
2025-02-16 20:33:25,3,"Transaction 3 partially settled with 16, remaining amount: 25"
2025-02-16 20:33:25,7,ERROR: Transaction 7 could not be settled due to insufficient funds
2025-02-16 20:33:25,3,ERROR: Transaction 3 could not be settled due to insufficient funds
2025-02-16 20:33:26,13,ERROR: Transaction 13 could not be settled due to insufficient funds
2025-02-16 20:33:26,6,Transaction 6 executing step
2025-02-16 20:33:26,5,Transaction 5 executing step
2025-02-16 20:33:26,5,Transaction 5 attempting to find a match
2025-02-16 20:33:26,4,Transaction 4 executing step
2025-02-16 20:33:26,0,Transaction 0 executing step
2025-02-16 20:33:26,0,Transaction 0 attempting to settle
2025-02-16 20:33:26,0,ERROR: Transaction 0 could not be settled due to insufficient funds
2025-02-16 20:33:26,15,Transaction 15 executing step
2025-02-16 20:33:26,2,Transaction 2 executing step
2025-02-16 20:33:26,2,Transaction 2 attempting to find a match
2025-02-16 20:33:26,11,Transaction 11 executing step
2025-02-16 20:33:26,11,Transaction 11 attempting to settle
2025-02-16 20:33:26,11,ERROR: Transaction 11 could not be settled due to insufficient funds
2025-02-16 20:33:26,12,Transaction 12 executing step
2025-02-16 20:33:26,12,Transaction 12 attempting to find a match
2025-02-16 20:33:26,8,Transaction 8 executing step
2025-02-16 20:33:26,8,Transaction 8 attempting to find a match
2025-02-16 20:33:26,10,Transaction 10 executing step
2025-02-16 20:33:26,10,Transaction 10 attempting to find a match
2025-02-16 20:33:26,16,Transaction 16 executing step
2025-02-16 20:33:26,16,Transaction 16 attempting to settle
2025-02-16 20:33:26,16,ERROR: Transaction 16 could not be settled due to insufficient funds
2025-02-16 20:33:26,17,Transaction 17 executing step
2025-02-16 20:33:26,17,Transaction 17 attempting to settle
2025-02-16 20:33:26,17,ERROR: Transaction 17 could not be settled due to insufficient funds
2025-02-16 20:33:26,3,Transaction 3 executing step
2025-02-16 20:33:26,3,Transaction 3 attempting to settle
2025-02-16 20:33:26,3,ERROR: Transaction 3 could not be settled due to insufficient funds
2025-02-16 20:33:26,13,Transaction 13 executing step
2025-02-16 20:33:26,13,Transaction 13 attempting to settle
2025-02-16 20:33:26,7,Transaction 7 executing step
2025-02-16 20:33:26,7,Transaction 7 attempting to settle
2025-02-16 20:33:26,7,ERROR: Transaction 7 could not be settled due to insufficient funds
2025-02-16 20:33:26,14,Transaction 14 executing step
2025-02-16 20:33:26,14,Transaction 14 attempting to find a match
2025-02-16 20:33:26,9,Transaction 9 executing step
2025-02-16 20:33:26,9,Transaction 9 attempting to find a match
2025-02-16 20:33:26,18,Transaction 18 executing step
2025-02-16 20:33:26,19,Transaction 19 executing step
2025-02-16 20:33:26,1,Transaction 1 executing step
2025-02-16 20:33:26,1,Transaction 1 attempting to find a match
